,0
0,7.308625973035754e-06
1,-0.019018388835237487
2,-0.0016555266598421983
3,-0.007832497857682972
4,-0.0019252625172114781
5,-0.0012132554415679722
6,0.0067922790370638095
7,-0.001174604709485604
8,8.561248735628005e-05
9,0.004296804203620498
10,-0.003411941839079501
11,-0.0024919448125844115
12,-0.0033610562594553186
13,0.0038802567235655125
14,-8.076675734880375e-05
15,-0.008645107764697844
16,-0.0010693710144092919
17,0.006041481793787052
18,0.006866472966437998
19,-0.002931820475701229
20,-0.004100165111443232
21,0.0006133565198873101
22,-0.0038293655415845276
23,0.0076434347692377344
24,0.002586756520599199
25,0.009649724394466487
26,-0.005600003940932462
27,-0.0014215250285187211
28,0.0031028612469703462
29,-0.0011804183608631882
30,0.00982758353027441
31,0.0006396444151951517
32,-0.002789854920051237
33,-9.869404031925729e-05
34,0.0056434826971489835
35,-0.0011490367844709795
36,-0.0019170451917413503
37,0.004187885706085249
38,0.0005184620905259183
39,0.004593821208499494
40,-0.007078285889861035
41,-0.0006852094753733709
42,-0.002974982881892018
43,0.000577056969717383
44,-0.006546097327935262
45,-0.0010588291324072898
46,-0.012445003993134638
47,0.0032073638915252065
48,-0.0014236527513287736
49,-0.009849501717286267
50,-0.0025241067728005153
51,-0.009239300898879364
52,0.004818970681597091
53,-0.0048985261776871005
54,0.01421449827426269
55,-0.013394084559352036
56,0.01230934134732531
57,0.0006683157182451058
58,-0.007837651592812798
59,0.0030124431882733735
60,-0.001192980736759385
61,0.0019300043425768973
62,-0.005081609315623069
63,0.0014635436765703677
64,0.000575056418719023
65,-0.0003296578724205625
66,0.00681181122186303
67,-0.0025983659432127207
68,-0.0044158980829471775
69,0.003768828142330983
70,-0.010967606657914962
71,-0.004978507035367507
72,0.0019471852072804339
73,0.007150897667201895
74,0.003904489601674278
75,0.006362555139246718
76,0.003194338687920074
77,-0.003828299933385736
78,0.0018165311874092658
79,0.0068890452371465636
80,0.0010487337924474103
81,0.008322875003711596
82,0.003186243287827629
83,0.007358895408412503
84,0.006068394614333673
85,-0.004608127555536245
86,-0.013548107013405973
87,-0.0014889064055846326
88,0.003479334295660109
89,0.004541122693401512
90,0.01085860220651136
91,0.0018280912356142829
92,0.00931142165195409
93,0.006100720190705789
94,0.004483423793225528
95,0.0021178406845500106
96,-0.0015686717522037088
97,-0.005159909529002248
98,-0.009377633182074905
99,0.00180942610232493
100,0.00784100491412987
101,-0.012043377849727753
102,-9.986417365198582e-05
103,-0.004683952251070544
104,-0.003065739786151821
105,-0.0019385661749349295
106,-0.0018890365956334412
107,-0.005752621195924844
108,0.009247533648787111
109,-0.000773308357886692
110,0.0025872746693914603
111,-0.006255307818578081
112,0.005182674589030823
113,0.0032209446378789206
114,0.006742592171319507
115,0.0008609503335266786
116,0.003472111003744672
117,0.0022975980324744247
118,0.0028811371174372056
119,0.013325867048005703
120,0.002020878159637419
121,0.00048291849344595054
122,-0.003434556422655776
123,-0.005502549682857182
124,-0.0018958819249293981
125,0.0023192812697086515
126,-0.003215466938614963
127,0.002552431664077038
128,-0.002773811198269415
129,-0.005155352314273553
130,0.000600698958313218
131,-0.003577002751074864
132,0.003045363412769065
133,-0.008876313210642748
134,-0.005941745440601386
135,0.0003464769911943897
136,0.009275097505659637
137,-0.0020841938718149646
138,0.010028096582578085
139,-0.00010178152445039409
140,-0.001257872820054017
141,-0.0007262175932127293
142,-0.00161322426964594
143,-0.0010663359135036346
144,0.0038103533110768204
145,-0.005985029669931529
146,0.0003027348057096933
147,0.0027433089340537795
148,0.0030944069741151168
149,-0.0004923485054734158
150,0.00022660938693996971
151,0.0015373647226398788
152,-0.0022553937148046535
153,-0.0012853999336433488
154,0.002454817410296962
155,-0.0058115389399062125
156,-0.001216621779537518
157,0.005959627988375017
158,7.330582627752358e-06
159,0.0021291990121830038
160,0.00021047685759867466
161,0.0022589549226590963
162,-0.004193939813002755
163,0.005195390145779633
164,0.0012454959655373585
165,0.0005873013150312087
166,-0.0007457853225182878
167,0.00549387812093688
168,-0.004177110834305941
169,-0.013632648531699819
170,-0.004316899150737684
171,0.00034767719548639645
172,-0.003484755914693104
173,-0.0036870085298878466
174,0.0002691926472337967
175,-0.002925172865374525
176,-0.003920553771013856
177,0.005466140602505999
178,0.007833423360924465
179,-0.002774613332473196
180,0.005552503895021544
181,0.00047149564335974373
182,-0.001272760809014172
183,-0.005253660987100949
184,0.011304334163482534
185,0.003365430347626764
186,-0.0024959087630356805
187,-0.001248919179649143
188,-0.009913139083864595
189,-0.006571287637708533
190,-0.0015601111689691463
191,-0.0015726912898889603
192,-0.002328867656075039
193,-0.0003839977381984707
194,-0.0021553258795433674
195,0.001084186743874672
196,0.0037100244062631136
197,-0.002493711004018461
198,0.004764204570029241
199,0.005949760226916013
200,0.002416465373100308
201,-0.0017550102317125385
202,0.0010510089717122315
203,-0.005130770903584435
